stt,source,category,title,content,link,label
1154,Dân Trí,o-to-xe-may,"Nổi bật tuần qua: Thanh niên dùng điện thoại, ngồi gác chân khi chạy xe SH","Dù đang điều khiển chiếc xe máy hiệu Honda SH trên đường đông, nam thanh niên vẫn dán mắt vào điện thoại và ngồi gác chân sang một bên hết sức nguy hiểm. Thanh niên ngồi gác chân, mắt dán vào điện thoại khi chạy xe máy (",https://dantri.com.vn/o-to-xe-may/noi-bat-tuan-qua-thanh-nien-dung-dien-thoai-ngoi-gac-chan-khi-chay-xe-sh-20251102162215715.htm,1
1155,Dân Trí,o-to-xe-may,"Không phải Toyota, Honda là hãng Nhật đầu tiên lắp xe hybrid tại Việt Nam?","Giới tư vấn bán hàng đồng loạt thông báo tới khách hàng, lượng xe e:HEV RS (bản hybrid) nhập Thái không còn nhiều. Phía đại lý cho biết, biến thể này sẽ được hãng xe Nhật chuyển sang lắp ráp tại Việt Nam; dự kiến xuất xưởng lô đầu tiên vào đầu năm 2026. Thông tin này đã được hãng xe Nhật Bản xác nhận, trong khuôn khổ Triển lãm Phương tiện Di chuyển (Japan Mobility Show) 2025 diễn ra vào cuối tháng 10. Honda CR-V e:HEV RS nhập khẩu Thái Lan đang được niêm yết ở mức giá 1,259 tỷ đồng (",https://dantri.com.vn/o-to-xe-may/khong-phai-toyota-honda-la-hang-nhat-dau-tien-lap-xe-hybrid-tai-viet-nam-20251101135322019.htm,1
1156,Dân Trí,o-to-xe-may,"Miễn thuế trước bạ nhiều mẫu xe, Toyota tăng tốc cho cuộc đua doanh số cuối năm","Trong bối cảnh kinh tế biến động, ảm đạm trở thành tình trạng chung của nhiều doanh nghiệp và người dân cũng thắt lưng buộc bụng hơn trong chi tiêu, đòi hỏi các thương hiệu kinh doanh mặt hàng giá trị cao như ô tô cần có những điều chỉnh kịp thời trong chiến lược kinh doanh để thu hút khách hàng. Năm 2025, Toyota đã có những bước đi linh hoạt trong chính sách bán hàng mỗi tháng, với đa dạng chương trình khuyến mại lớn, để những mẫu xe của hãng đến gần hơn với đông đảo khách hàng. Điều này giúp Toyota thu về kết quả tích cực khi ghi nhận doanh số tăng trưởng ấn tượng qua từng tháng. Tháng 10, 7.768 xe Toyota đã được giao đến tay khách hàng, tăng 11% so với tháng trước đó. Nếu tính cả Lexus, thương hiệu Nhật Bản cán mốc 8.000 xe. Yaris Cross, Vios, Corolla Cross hay Veloz Cross tiếp tục khẳng định vai trò trụ cột doanh số, lần lượt là 1.833 xe, 1.402 xe, 870 xe và 817 xe. Nhằm tiếp thêm sức mạnh trong giai đoạn cao điểm cuối năm, quyết tâm mang những chiếc xe Toyota đến với đông đảo gia đình Việt, hãng xe Nhật Bản triển khai hàng loạt chương trình bán hàng hấp dẫn. Ưu đãi tương đương 100% thuế trước bạ cho khách hàng mua Vios, Veloz Cross, Avanza Premio và Camry, giúp tiết kiệm đến 153 triệu đồng chi phí lăn bánh. Khách hàng mua Yaris Cross, Corolla Cross và Hilux được hưởng ưu đãi đến 50% lệ phí trước bạ. Ngoài ra, quà tặng 1 năm bảo hiểm thân vỏ cũng dành tặng cho khách hàng mua bộ đôi BMPV, Yaris Cross, Corolla Cross bản xăng, gia tăng sức cạnh tranh trong phân khúc. Với những khách hàng mua xe theo hình thức trả góp, Công ty Tài chính Toyota Việt Nam (TFSVN) sẵn sàng chia sẻ với chính sách hỗ trợ lãi suất vay hấp dẫn. Theo đó, khách hàng mua bất kỳ mẫu xe Hybrid Electric (HEV) nào của Toyota cũng được ưu đãi lãi suất vay chỉ từ 1,49%/năm, cố định trong 6 tháng đầu. Mức 1,99%/năm được áp dụng cho các mẫu xe BMPV, Vios, phiên bản xăng của Yaris Cross, Corolla Cross và Innova Cross. Ngoài ra, ưu đãi lãi suất vay trả góp chỉ từ 0%/năm cố định trong 6 tháng đầu cho khách hàng bán xe cũ (không phân biệt dòng xe) mua xe mới là Veloz Cross, Avanza Premio, Yaris Cross HEV, Corolla Cross HEV và Innova Cross HEV tại các đại lý có hoạt động T-Sure trên toàn quốc vẫn tiếp tục được hãng Nhật duy trì trong tháng này. Bên cạnh ưu đãi lãi suất, khách hàng bán xe cũ mua một trong ba mẫu xe HEV kể trên còn có thêm hai lựa chọn khác là: quà tặng 1 năm bảo hiểm Toyota gói vàng hoặc miễn phí phụ tùng bảo dưỡng 3 năm hoặc 30.000 km (tùy điều kiện nào đến trước), và dán kính miễn phí. Toyota lần đầu triển khai chính sách vay trả trước 0 đồng cho các đối tượng khách hàng gồm: cán bộ, công chức, viên chức nhà nước (bao gồm giáo viên, y bác sĩ, lực lượng vũ trang, viên chức); nhân viên thuộc công ty trong top 500 doanh nghiệp lớn nhất Việt Nam, top 500 doanh nghiệp tư nhân lớn nhất Việt Nam; nhân viên thuộc đối tác, nhà cung cấp, hệ thống đại lý của Toyota Việt Nam khi mua bất kỳ mẫu xe nào của Toyota. TFSVN áp dụng mức lãi suất chỉ từ 7,99% trong 1 năm đầu cho khách hàng mua xe theo chính sách này. Hàng loạt những chính sách hỗ trợ từ hãng, đại lý và TFSVN được kỳ vọng sẽ là động lực giúp đông đảo khách hàng hoàn thành mục tiêu sở hữu xe mới trong năm 2025, sẵn sàng cho những hành trình an tâm dịp cuối năm. Là người quan tâm, theo dõi thị trường xe lâu năm, anh Trần Hoàng Anh (46 tuổi, Phú Thọ) cho biết: “Cuối năm đa phần các hãng đều chạy chương trình ưu đãi để tăng doanh số dịp cao điểm nhưng quan sát thì Toyota đang là một trong những hãng mạnh tay nhất, giúp rào cản về giá được tháo gỡ”. Gia đình anh hiện sở hữu 3 mẫu xe, trong đó có 2 xe mang thương hiệu Toyota. Vừa qua, anh sắm cho con trai một chiếc Toyota Vios: “Giá bán của Vios giờ dễ tiếp cận, nhiều ưu đãi, tiết kiệm, bền, phụ tùng linh kiện rẻ. Tôi thấy Vios hợp với người mới dùng xe. Tôi bảo con, bố mẹ hỗ trợ để con có nền tảng, sau con kinh doanh tốt, kinh tế vững thì có thể nghiên cứu đổi xe khác”. Nhiều đại lý Toyota cũng ghi nhận, số lượng khách hàng gọi điện, đến showroom tìm hiểu xe và lái thử tăng mạnh từ cuối tháng 10 đến nay do nhu cầu mua xe cuối năm và tâm lý đây là thời điểm các hãng tung ra nhiều ưu đãi. Hãng xe Nhật Bản kỳ vọng sẽ tiếp tục duy trì chuỗi thành tích kinh doanh ấn tượng và sự tin yêu trong lòng khách hàng Việt.",https://dantri.com.vn/o-to-xe-may/mien-thue-truoc-ba-nhieu-mau-xe-toyota-tang-toc-cho-cuoc-dua-doanh-so-cuoi-nam-20251105092440485.htm,1
1157,Dân Trí,o-to-xe-may,Bạn có dám giao con cho chiếc Toyota tí hon này đưa đi học không?,"Tại Triển lãm Phương tiện di động Nhật Bản năm nay (Japan Mobility Show 2025), gian hàng của tràn ngập những ý tưởng tương lai độc đáo, từ robot giao hàng 8 chân cho đến minivan Lexus 6 bánh. Và giữa hàng loạt sản phẩm công nghệ ấn tượng ấy, có một chiếc xe điện tự lái trông như quả bóng thu hút sự chú ý đặc biệt của khách tham quan: Kids Mobi. Được điều khiển bởi AI, chiếc xe concept ""tí hon"" này xóa nhòa ranh giới giữa ô tô đồ chơi và xe thật (",https://dantri.com.vn/o-to-xe-may/ban-co-dam-giao-con-cho-chiec-toyota-ti-hon-nay-dua-di-hoc-khong-20251102234312380.htm,1
1158,Dân Trí,o-to-xe-may,Volkswagen Teramont bản “chủ tịch” tăng giá tại Việt Nam,"Giới tư vấn bán hàng chia sẻ, từ đầu tháng 11, Volkswagen Teramont President được điều chỉnh giá bán lẻ đề xuất tăng 89 triệu, từ 2,399 tỷ lên mức 2,488 tỷ đồng. Thông tin này gây bất ngờ, trong bối cảnh thị trường đang có xu thế “chạy đua” ưu đãi. Tăng giá nhưng Teramont President không được bổ sung trang bị. Hãng xe Đức không lý giải sự điều chỉnh này nhưng theo giới chuyên gia, nguyên nhân có thể đến từ sự biến động của tỷ giá. Volkswagen Teramont President được nhập khẩu nguyên chiếc từ Trung Quốc (",https://dantri.com.vn/o-to-xe-may/volkswagen-teramont-ban-chu-tich-tang-gia-tai-viet-nam-20251103103358518.htm,1
1159,Dân Trí,o-to-xe-may,"Ô tô điện Trung Quốc có khả năng ""đánh bật"" nhiều hãng xe phương Tây","CEO Jim Farley của Ford từ lâu đã công khai bày tỏ sự ngưỡng mộ với xe điện Trung Quốc. Cách đây một năm, ông từng tiết lộ rằng mình đang lái Xiaomi SU7, và rất yêu thích chiếc xe này. Vài tháng sau, ông nhận xét ngành Trung Quốc là “khiêm tốn”. Giờ đây, phát biểu của ông trở nên nghiêm trọng hơn nhiều. Trong cuộc phỏng vấn gần đây với chương trình CBS Sunday Morning, CEO của Ford so sánh ngành ô tô Trung Quốc hiện nay với Nhật Bản thập niên 80 của thế kỷ trước, nhưng “ở cấp độ mạnh mẽ hơn nhiều.” CEO Jim Farley của Ford cho rằng, Trung Quốc hiện có năng lực sản xuất đủ để cung cấp xe cho toàn bộ thị trường Bắc Mỹ (Ảnh minh họa: Motor1). “Hiện nay, các nhà máy sẵn có ở Trung Quốc có đủ công suất để phục vụ toàn bộ thị trường Bắc Mỹ, và có thể khiến tất cả chúng ta phá sản. Nhật Bản trước đây cũng chưa từng đạt đến quy mô như vậy, vì thế mức độ rủi ro hiện nay đối với ngành công nghiệp ô tô là hoàn toàn khác”, ông Farley nói. Ông cũng thừa nhận rằng những chiếc xe Trung Quốc hiện nay là sản phẩm ô tô mà người Mỹ thực sự muốn mua. Farley gọi chiếc SU7 mà ông đang sử dụng là xe chất lượng cao với trải nghiệm kỹ thuật số tuyệt vời. Ông cho biết sẽ vẫn lái nó, vì Trung Quốc chính là đối thủ. “Muốn đánh bại họ, chúng ta phải hiểu rõ họ”, ông nói. Chính suy nghĩ đó đã thúc đẩy Farley thay đổi chiến lược của Ford, hướng tới việc phát triển các mẫu xe điện nhỏ hơn, giá rẻ hơn. Đầu năm nay, hãng tuyên bố sẽ triển khai hệ thống sản xuất mới, cho phép ra mắt một mẫu bán tải điện giá khoảng 30.000 USD trước khi mở rộng danh mục sản phẩm xe điện. Đây là ""canh bạc lớn"" của Ford, nhưng cần thiết nhằm trực tiếp đối phó với sức ép từ ngành ô tô Trung Quốc, bất chấp việc Mỹ áp thuế 100% đối với xe điện nhập khẩu từ nước này. Dù hàng rào thuế quan gần như ngăn chặn hoàn toàn xe điện giá rẻ Trung Quốc vào Mỹ, Ford vẫn đang bán mẫu Mustang Mach-E tại Trung Quốc và muốn duy trì khả năng cạnh tranh ở thị trường này. Ông Farley từng phát biểu hồi đầu năm rằng xe điện Trung Quốc có “công nghệ bên trong vượt trội”, và các nhà sản xuất ô tô đang ở trong một cuộc cạnh tranh toàn cầu với Trung Quốc, không chỉ trong lĩnh vực xe điện. ""Nếu thua, Ford sẽ không còn tương lai”, ông nói. Trong khi đó, cựu CEO Carlos Tavares của Stellantis dự báo trong thập kỷ tới sẽ chỉ còn 5-6 hãng xe toàn cầu trụ lại. Ông này cũng cảnh báo rằng các hãng xe Trung Quốc có thể “giải cứu” ngành ô tô châu Âu khỏi suy thoái, nhưng với cái giá không nhỏ. Theo ông, những cái tên có khả năng trụ lại bao gồm Toyota, Hyundai, BYD và một hãng Trung Quốc khác, có thể là Geely. Các thương hiệu còn lại nhiều khả năng sẽ bị thâu tóm bởi các tập đoàn lớn này. Chia sẻ với tờ Financial Times, ônh nói: “Có rất nhiều cánh cửa đang mở ra cho người Trung Quốc. Vào ngày mà một hãng xe phương Tây lâm vào khủng hoảng nghiêm trọng, nhà máy sắp đóng cửa và người lao động xuống đường biểu tình, sẽ có một hãng xe Trung Quốc xuất hiện và nói: ""Tôi sẽ mua lại và giữ việc làm cho họ"". Khi đó, họ sẽ được xem như những người hùng”. Ông Tavares có khá nhiều kinh nghiệm trực tiếp với các Trung Quốc. Chính ông là người thúc đẩy Stellantis mua 20% cổ phần của Leapmotor, giúp thương hiệu này mở rộng ra thị trường quốc tế. Tuy nhiên, ông cũng thừa nhận rằng Leapmotor có thể đã chấp nhận thương vụ này vì họ muốn ""thâu tóm"" Stellantis trong tương lai”. Cựu CEO của Stellantis cũng chỉ trích chính sách ô tô của Liên minh châu Âu (EU), đặc biệt là lệnh cấm bán xe sử dụng động cơ đốt trong từ năm 2035. Theo ông, quy định này đã khiến các hãng xe đầu tư hàng trăm tỷ euro vào điện hóa mà có thể là lãng phí.",https://dantri.com.vn/o-to-xe-may/o-to-dien-trung-quoc-co-kha-nang-danh-bat-nhieu-hang-xe-phuong-tay-20251103100653934.htm,1
1160,Dân Trí,o-to-xe-may,Loạt SUV cỡ C mới cho khách Việt: Từ xe 7 chỗ đến dẫn động 4 bánh,"Bước vào giai đoạn chạy đua doanh số dịp cuối năm, nhiều hãng xe không chỉ đẩy mạnh chiến dịch kích cầu mà còn lên lịch trình làng loạt sản phẩm mới. Phân khúc xe gầm cao hạng C được quan tâm với ít nhất 3 “tân binh” trong phần còn lại của năm 2025, đều đến từ các thương hiệu châu Á. J7 AWD Individual là phiên bản bổ sung lựa chọn cho mẫu xe của Jaecoo, bên cạnh sản phẩm trước đó là Jaecoo J7 (739-879 triệu đồng). Xe vừa ra mắt với giá 849 triệu đồng. 50 khách đầu tiên được ưu đãi 50% phí trước bạ và 1 năm bảo hiểm, tương đương giá xe còn 799 triệu đồng. Khác biệt lớn nhất so với các phiên bản còn lại nằm ở hệ dẫn động 4 bánh toàn thời gian (AWD) có thời gian phản hồi dưới 0,1 giây, đi kèm 7 chế độ lái - trong đó có 4 chế độ off-road chuyên biệt. Máy xăng 1.6L tăng áp (183 mã lực, 275Nm) và hộp số tự động ly hợp kép 7 cấp được giữ nguyên. Các thông số quan trọng khác gồm khoảng sáng gầm 186mm, góc tới 21 độ, góc thoát 29 độ và khả năng lội nước sâu tối đa 600mm. Tài xế nhận được sự hỗ trợ từ camera 360 độ giả lập hình ảnh gầm xe, cảm biến trước/sau và khoảng 20 tính năng ADAS. J7 AWD Individual có 7 túi khí, tăng 1 so với bản Flagship. Tiêu biểu trong danh sách tiện nghi có 8 loa Sony, bảng đồng hồ 10,25 inch, cửa sổ trời toàn cảnh, hàng ghế trước chỉnh điện có thông gió/sưởi ấm, sạc không dây, cốp điện rảnh tay, hộc chứa đồ làm mát và điều hòa tự động 2 vùng độc lập tích hợp lọc bụi mịn PM2.5. Đối thủ của J7 AWD Individual là Mazda CX-5 2.5 (959-979 triệu đồng), Hyundai Tucson 1.6 Turbo (979 triệu đồng), L AWD (1,25 tỷ đồng), Kia Sportage 1.6 Turbo Signature AWD X-Line (999 triệu đồng). Mitsubishi vừa công bố chương trình ưu đãi cho khách hàng đặt cọc trước Destinator, gián tiếp xác nhận ngày “chào sân” đã đến gần. Một số nguồn tin cho hay mẫu xe 7 chỗ này dự kiến ra mắt vào đầu tháng 12, nhập khẩu nguyên chiếc từ Indonesia. Vào cuối tháng 8, những chiếc Mitsubishi Destinator đầu tiên đã bị bắt gặp tại Việt Nam khi đang phục vụ công tác đăng kiểm, chạy thử. Xe có ít nhất 2 phiên bản, sử dụng đèn ngoại thất full-LED và la-zăng 18 inch. Destinator được xây dựng trên khung gầm liền khối, lấy trọng tâm là người tiêu dùng Đông Nam Á. Giới chuyên môn nhận định xe sẽ thế chỗ Outlander tại Việt Nam, cạnh tranh với cả Innova Cross. Thông tin cụ thể về tiện nghi, tính năng an toàn chưa được tiết lộ. Ở Indonesia, chiếc SUV cỡ trung sở hữu màn hình cảm ứng 12,3 inch kết nối Apple CarPlay/Android Auto không dây, bảng đồng hồ 8 inch, 8 loa Dynamic Sound Yamaha Premium, ghế lái chỉnh điện 8 hướng, cửa sổ trời toàn cảnh, cửa gió điều hòa ở mọi hàng ghế và cốp điện tích hợp “đá cốp”. Bên dưới nắp ca-pô là động cơ xăng 1.5L tăng áp cho công suất 161 mã lực và mô-men xoắn 250Nm, kết hợp với hộp số vô cấp CVT và hệ dẫn động cầu trước. Người lái có thể tùy chỉnh giữa 5 chế độ vận hành, bao gồm chế độ Đường nhựa lần đầu xuất hiện. Theo thông tin từ đại lý, Subaru Việt Nam sẽ giới thiệu Forester 2025 vào tháng 11 với 2 phiên bản i-L EyeSight và i-S EyeSight, giá tạm tính 1,3-1,5 tỷ đồng. Con số này cao hơn 300 triệu đồng so với thế hệ hiện hành (1,099-1,199 tỷ đồng), chủ yếu do xe được nhập khẩu nguyên chiếc từ Nhật Bản thay vì Thái Lan, không còn được miễn thuế nhập khẩu. Điều này sẽ trở thành rào cản lớn cho đại diện nhà Subaru trong bối cảnh phân khúc SUV cỡ C đang “so kè” bằng giá bán. Thậm chí, Forester phải đối đầu với các mẫu xe 7 chỗ như Hyundai Santa Fe (cao nhất 1,365 tỷ đồng) và (cao nhất 1,545 tỷ đồng). Tham khảo các thị trường láng giềng, Forester mới mang khoang lái được lấy cảm hứng từ “đàn anh” Outback. Một số trang bị nổi bật có thể liệt kê như màn hình cảm ứng 11,6 inch kết nối Apple CarPlay/Android Auto không dây, sạc không dây, cửa sổ trời toàn cảnh, hàng ghế trước chỉnh điện, camera 360 độ và gói ADAS EyeSight 4.0. Động cơ xăng 2.5L hút khí tự nhiên sản sinh công suất 180 mã lực và mô-men xoắn 241Nm - vượt xa mức 156 mã lực, 192Nm của bản hiện hành. Hộp số vô cấp CVT và hệ dẫn động 4 bánh toàn thời gian đối xứng S-AWD không đổi.",https://dantri.com.vn/o-to-xe-may/loat-suv-co-c-moi-cho-khach-viet-tu-xe-7-cho-den-dan-dong-4-banh-20251103135515068.htm,1
1161,Dân Trí,o-to-xe-may,"Ô tô khách lạng lách trên quốc lộ, quyết không cho xe bán tải vượt lên","Tình huống được cho là diễn ra vào ngày 3/11 trên quốc lộ 37, đoạn qua địa phận tỉnh Bắc Ninh (Bắc Giang cũ). Theo hình ảnh do camera hành trình của một khác ghi lại, chiếc xe bán tải ở làn bên phải đã lách qua đầu xe khách để chuyển làn, và việc này có lẽ đã khiến tài xế ô tô khách bức xúc. Khi đến đoạn đường vắng hơn, ô tô khách vượt lên trước và liên tục lạng lách dường như cố ý chặn đường xe bán tải. Ô tô khách lạng lách trên quốc lộ, quyết không cho xe bán tải vượt lên (",https://dantri.com.vn/o-to-xe-may/o-to-khach-lang-lach-tren-quoc-lo-quyet-khong-cho-xe-ban-tai-vuot-len-20251103155710153.htm,1
1162,Dân Trí,o-to-xe-may,Loạt ô tô dự kiến ra mắt tháng 11: Có SUV cạnh tranh CX-5 giá ngang Everest,"Trong tháng 11, thị trường Việt Nam có xu hướng tập trung vào các chương trình ưu đãi, nhằm chạy đua doanh số dịp cuối năm. Dù vậy, vẫn có một số sản phẩm mới dự kiến ra mắt, giúp khách Việt có thêm lựa chọn trong mùa mua sắm cận Tết Nguyên Đán. Phía đại lý chia sẻ, Subaru Forester 2025 có thể được mở bán ngay trong tháng 11. Thông tin này chưa được hãng xe Nhật Bản xác nhận, nhưng thế hệ mới của mẫu xe này đã chính thức “cập bến” khu vực Đông Nam Á vào cuối tháng 7. Đáng chú ý, ở thế hệ mới, Subaru Forester sẽ được chuyển sang nhập khẩu nguyên chiếc từ Nhật Bản, tức là không được miễn thuế nhập khẩu như các quốc gia thuộc khối ASEAN. Do đó, giá bán của Forester mới dự kiến sẽ tăng mạnh, có thể dao động 1,3-1,5 tỷ đồng, theo một số nhân viên tư vấn bán hàng. Subaru Forester 2025 dành cho thị trường Indonesia cũng được nhập khẩu nguyên chiếc từ Nhật Bản, do nhà máy lắp ráp của hãng tại Thái Lan đã đóng cửa vào cuối năm 2024 (",https://dantri.com.vn/o-to-xe-may/loat-o-to-du-kien-ra-mat-thang-11-co-suv-canh-tranh-cx-5-gia-ngang-everest-20251103113406991.htm,1
1163,Dân Trí,o-to-xe-may,Toyota Hilux thế hệ mới lộ diện một phần trước khi ra mắt chính thức,"Sau nhiều tháng rò rỉ hình ảnh chạy thử và không ít tin đồn, cuối cùng cũng xác nhận sẽ ra mắt Hilux thế hệ mới tại Thái Lan vào ngày 10/11, đồng thời tung đoạn teaser chính thức đầu tiên. Toyota “nhá hàng” Hilux 2026 trước khi ra mắt toàn cầu vào ngày 10/11 (Ảnh chụp màn hình). Toyota Thái Lan vừa chia sẻ một video hé lộ thiết kế ngoại thất hoàn toàn mới của Hilux. Mẫu xe này sẽ thay thế hệ hiện tại ra mắt từ năm 2015, và đã qua ba lần nâng cấp nhẹ vào các năm 2017, 2020 và 2024. Điểm nhấn ở phần đầu xe là cụm đèn pha LED mảnh và sắc nét hơn, kết hợp với nắp ca-pô ""vâm"" hơn, cùng hốc gió cản trước lớn hơn. Khi nhìn ngang, có thể thấy Hilux vẫn giữ phong cách quen thuộc với thiết kế cabin đôi, thanh và vòm bánh mở rộng. Ở phía sau, cụm đèn hậu LED góc cạnh, hiện đại hơn ôm lấy cửa thùng giờ đây được tích hợp thêm cánh gió nhỏ. Logo TOYOTA cỡ lớn nằm nổi bật trên lưới tản nhiệt, trong khi chữ Hilux xuất hiện ở đuôi xe. Chiếc xe trong video giới thiệu của Toyota sử dụng mâm hợp kim đen 7 chấu kép thể thao. Dù chưa được hé lộ, hình ảnh rò rỉ trước đó cho thấy bên trong xe được trang bị cụm đồng hồ kỹ thuật số và màn hình giải trí đặt nổi trên táp-lô có thiết kế góc cạnh hơn. Chất lượng vật liệu cũng được nâng cấp, với nhiều tùy chọn ốp trang trí và bọc ghế mới, giúp Hilux tạo cảm giác giống SUV hơn là bán tải. Toyota Hilux thế hệ mới lộ diện trước khi ra mắt chính thức (",https://dantri.com.vn/o-to-xe-may/toyota-hilux-the-he-moi-lo-dien-mot-phan-truoc-khi-ra-mat-chinh-thuc-20251103231847862.htm,1
1164,Dân Trí,o-to-xe-may,Lý do đặc biệt khiến Porsche Boxster được dùng làm xe hậu cần,"Khi nghĩ đến Porsche 718 Boxster S, người ta thường hình dung một chiếc xe thuần chất, mang lại cảm giác lái linh hoạt với cấu trúc động cơ đặt giữa, vô-lăng chính xác, cùng tiếng động cơ boxer đầy mê hoặc. Điều có lẽ ít ai nghĩ tới là một chiếc xe ""oách"" như vậy lại đóng vai trò phục vụ, cụ thể hơn là xe quay chụp, với đầy đủ giá đỡ máy quay và dây an toàn cho nhiếp ảnh gia. Lý do rất đơn giản là để có cảnh quay, khung hình đẹp mắt cho những chiếc Porsche, nhiếp ảnh gia cần tác nghiệp trên một phương tiện có ""phẩm chất"" tương tự. Vậy tại sao không dùng luôn xe Porsche? Chính 9 học viên tại nhà máy Leipzig của Porsche đã biến ý tưởng đó thành hiện thực. Một số phẩm chất của Boxster khiến nó trở thành nền tảng lý tưởng cho nhiệm vụ này: nhanh, ổn định và cực kỳ cân bằng. Những cảnh quay các mẫu xe hiệu năng cao của Porsche được thực hiện với sự hỗ trợ không nhỏ của chiếc 718 Boxster đặc biệt này (",https://dantri.com.vn/o-to-xe-may/ly-do-dac-biet-khien-porsche-boxster-duoc-dung-lam-xe-hau-can-20251104084843304.htm,1
1165,Dân Trí,o-to-xe-may,"Chủ động lắng nghe để cải thiện, dịch vụ hậu mãi của VinFast được lòng khách hàng","Cuối tháng 10, cộng đồng người dùng xe VinFast bất ngờ nhận được lời mời thực hiện khảo sát chuyên sâu, chi tiết đến từng khía cạnh nhỏ nhất của dịch vụ của VinFast. Quy mô của cuộc khảo sát cũng là chưa từng thấy ở thị trường ô tô với gần 300.000 khách hàng đang sử dụng ô tô trên toàn quốc. Khảo sát không chỉ dừng lại ở các câu hỏi chung chung mà đi sâu vào trải nghiệm thực tế tại xưởng dịch vụ, chất lượng phụ tùng, thái độ nhân viên và cả những mong muốn cụ thể về chính sách hậu mãi. Anh Phan Văn Tính (chủ xe VF 8 tại Đà Nẵng) chia sẻ rằng anh khá bất ngờ khi nhận được thư mời khảo sát trực tiếp từ hãng. ""VinFast thực sự muốn biết chúng tôi nghĩ gì, chúng tôi gặp vấn đề gì. Họ chủ động lắng nghe để cải thiện"", anh Tính nói. Chính sách hậu mãi của VinFast được đánh giá cao ngay từ ngày đầu triển khai (",https://dantri.com.vn/o-to-xe-may/chu-dong-lang-nghe-de-cai-thien-dich-vu-hau-mai-cua-vinfast-duoc-long-khach-hang-20251106191518742.htm,1
1166,Dân Trí,o-to-xe-may,"Lý do VF 5 chinh phục người dùng trẻ: Trang bị tốt, phù hợp cả phố lẫn đường trường","VinFast VF 5 vừa có tháng thứ 2 liên tiếp dẫn đầu thị trường ô tô Việt Nam về doanh số, khi đã có tới 3.847 chiếc VF 5 bán ra trong tháng 9/2025, tăng 1.102 xe so với tháng trước đó. Theo các chuyên gia, lý do VF 5 bán chạy nhất thị trường đến từ chất lượng đáng tiền giúp mẫu SUV điện nhỏ gọn này không chỉ phù hợp với phố thị đông đúc mà còn chinh phục được những cung đường phức tạp ở miền núi, nông thôn. “Đi phố thì nhẹ, đi đường trường thì đầm chắc. Leo dốc Tam Đảo, Mộc Châu, VF 5 vẫn ổn định, ga nhạy và vọt nhanh”, anh Duy Thành (Hà Nội), người đã chạy VF 5 gần 20.000 km, nhận xét về VF 5. VinFast VF 5 được lòng giới trẻ, nhất là lái nữ hoặc các gia đình có con nhỏ (",https://dantri.com.vn/o-to-xe-may/ly-do-vf-5-chinh-phuc-nguoi-dung-tre-trang-bi-tot-phu-hop-ca-pho-lan-duong-truong-20251106192722588.htm,1
1167,Dân Trí,o-to-xe-may,"Doanh số chững lại, Toyota Camry được hãng và đại lý ưu đãi 150 triệu","Trong tháng 11, Camry được hãng xe Nhật gia tăng khuyến mại, nâng mức hỗ trợ lệ phí trước bạ từ 50% lên 100%. Ưu đãi này quy đổi thành mức giảm tiền mặt 122-153 triệu đồng, tương đương khoảng 10% giá xe. Đây là ưu đãi lớn nhất từ trước tới nay của Toyota Camry, kể từ khi xe được nâng cấp lên thế hệ mới tại Việt Nam vào cuối tháng 10/2024. Tại một số đại lý, khách mua Camry còn được tặng kèm một số phụ kiện. Toyota Camry được nhập khẩu nguyên chiếc từ Thái Lan (",https://dantri.com.vn/o-to-xe-may/doanh-so-chung-lai-toyota-camry-duoc-hang-va-dai-ly-uu-dai-150-trieu-20251104101625778.htm,1
1168,Dân Trí,o-to-xe-may,Có thể gia hạn giấy phép lái xe trên ứng dụng giao thông VNeTraffic,"Hiện tại, người dân chủ yếu gia hạn giấy phép lái xe (GPLX) trực tuyến qua cổng dịch vụ công, phải thực hiện khá nhiều bước, như ảnh chụp chân dung, ảnh chụp hai mặt GPLX và CCCD, đi khám sức khỏe để lấy mã điện tử... Tuy nhiên, theo thông nhất từ Cục Cảnh sát giao thông (Cục CSGT, Bộ Công an), ứng dụng VNeTraffic sẽ tự động gia hạn GPLX khi người dân cập nhật giấy khám sức khỏe điện tử của cá nhân. Ứng dụng VNeTraffic có thể giúp người dân tự động gia hạn giấy phép lái xe (Ảnh minh hoạ: Nhật Minh). Cụ thể, trước khi GPLX hết hạn, ứng dụng sẽ gửi thông báo tới người có GPLX về việc phải đi khám sức khỏe để tự động gia hạn. Hệ thống sẽ từ chối gia hạn GPLX đối với các trường hợp cá nhân chưa chấp hành quyết định xử phạt, không đảm bảo sức khỏe, hoặc trường hợp không đảm bảo khác. Ngoài việc tự động gia hạn GPLX, ứng dụng VNeTraffic cũng cho phép người dân xuất trình GPLX khi CSGT kiểm tra, thay vì luôn phải mang bản vật lý như trước đây. Người dân cũng có thể chỉ cần đọc mã định danh cá nhân hoặc số giấy phép lái xe, CSGT sẽ kiểm tra thông tin trên ứng dụng nghiệp vụ.",https://dantri.com.vn/o-to-xe-may/co-the-gia-han-giay-phep-lai-xe-tren-ung-dung-giao-thong-vnetraffic-20251104144222730.htm,1
